name,price,description,sku,bottle_size,alcohol_vol,sugar_content,varietal,country,region,score,wine_type,group
Chianti Classico Gran Selezione Vigna del Capannino 2015,43.45,pure expression offering plump fruit enriched spicy oak skin maceration extended day wine aged large medium oak two year bouquet offer dark fruit layer plenty cinnamon spice clove result bulky meaty evolve nicely next ten year,749266,750,15.5,,sangiovese,Italy,,,red,LCBO
Ripiddu Etna Rosso DOC 2016,33.85,palate wine match aroma nose wine high acidity firm tannin however tannis dry wine concludes long finish,765941,750,14.5,,nerello mascalese,Italy,,,red,LCBO
Nickel & Nickel CC Ranch,216.6,cc ranch push edge ripeness yet retains juiciness one expects rutherford ava concentrated red raspberry cherry flavour blend beautifully subtle note baking spice dust oak harmony fruit adding yet another dimension balanced acidity livens wine,767707,750,14.9,,cabernet sauvignon,USA,California,,red,LCBO
Le Potazzine Gorelli Brunello di Montalcino Riserva DOCG 2011,334.15,cellarworthy tuscan captivating scent violet perfume whisper balsamic eucalyptus palate fullbodied firm tannin elegant cherry raspberry spice flavour make winning pairing truffleenhanced dish,782326,750,14.5,,sangiovese,Italy,,,red,LCBO
Intensus Selection Tinto 2016,14.45,ruby colour fruity aroma red fruit note soft palate balanced smooth tannin long persistent finish,787648,750,14.0,,aragonez,Portugal,Alentejo,,red,LCBO
Grattamacco Bolgheri Rosso DOC 2016,35.5,tuscany powerful blend cabernet merlot sangiovese dial rich fruitiness concludes fullbodied finish pair beef venison bring substantial flavour,799825,750,14.5,,red,Italy,,,red,LCBO
Dorna Velha Branco Reserva 2016,21.15,goldenyellow clean bright color fruity citric floral note rich elegant wellbalance ripe fruit acidity slightly lemon touch green apple fresh floral eucalyptus note persistent long finish,802983,750,14.0,,malvasia fina,Portugal,Douro,,red,LCBO
Brash Higgins CBSV 2016,37.2,palate wine smooth rich sweet earthiness roasted root vegetable acidity rhubarb dark lusciousness black currant still tannin layered approachable finishing dry pulling tongue releasing keeping wine feeling reserved controlled,803999,750,14.6,,cabernet sauvignon,Australia,South Australia,,red,LCBO
F Reserva Red 2013,27.05,nose fresh intense note black fruit wild black cherry balanced attractive shade liquorice plexed note wood palate concentrated hot firm tannin smooth texture intense persistent end,806273,750,14.0,,touriga nacional,Portugal,Douro,,red,LCBO
Jalon Reserva 2010,30.25,blackberry earthy smoked chocolate palate powerful broad fine tannin nice length great rioja reserva intense always fresh organic certification,809186,750,13.5,,tempranillo,Spain,,,red,LCBO
Jalon Reserva 2011,35.75,intense ruby red colour violet tone nose intense powerful spicy aroma vanilla coconut palate reveals great structure cocoa coffee flavour soft round slightly astringent nice acidity great length,809194,750,15.0,,tempranillo,Spain,,,red,LCBO
Renner Waiting for Tom Rot 2017,39.0,waiting tom rot beautiful glowing garnet hue flex violet plex wine aroma spicy dark berry mineral nuance blackberry palate juicy note cherry blackberry liquorice beautifully refined tannin structure lovely ever slight minerality,810614,750,12.0,,zweigelt,Austria,,,red,LCBO
Casa Ferreirinha Vinha Grande Red 2016,19.05,deep ruby colour aroma good intensity plexity prominent note red black fruit hint asparagus artichoke spicy note black pepper nutmeg mingle aroma wellintegrated wood palate fullbodied wine reveals lively balanced acidity addition highquality polished tannin note black fruit invite long harmonious finish,812198,750,13.5,,touriga franca,Portugal,,,red,LCBO
Casa Ferreirinha Papa Figos Douro 2017,15.1,ruby colour violet nuance aroma good intensity floral note rock rose basil red fruit stone fruit apricot light menthol tone palate good body wellintegrated acidity smooth tannin note red fruit elegant balanced finish,812214,750,14.0,,tinta roriz,Portugal,,,red,LCBO
Maias Red,17.45,certified organic wine fun fresh bursting dark ripe blackberry plum light medium bodied ton fresh fruit slight floral nose,813287,750,13.5,,touriga nacional,Portugal,Dão,,red,LCBO
Casal Garcia Douro Red 2017,12.25,lively colour ruby tone fruity aroma including floral note touriga nacional grape mouth red fruit dominate,816892,750,13.5,,touriga nacional,Portugal,Douro,,red,LCBO
Xabre Tinto Ribeira Sacra 2016,28.05,ribeira sacrum mean sacred riverbank e number monastery hermitage cenobia founded area expect lot ripe black fruit spice mineral touch smoke nose palate wine fresh medium body mature tannin great finish,817734,750,13.0,,red - medium bodied,Spain,Ribeira Sacra,,red,LCBO
Filipa Pato Territorio Vivo Baga 2016,34.95,made baga grape mainstay portugal bairrada region often produce rather gruff rustic wine hand filipa pato however wine offer remarkable freshness purity red rather blackfruit flavor silky tannin would appeal fan lighter red,818757,750,12.0,,baga,Portugal,Bairrada,,red,LCBO
Cerejeiras Red 2017,10.05,fruity aroma well structured soft finish easy drink,820373,750,13.0,,touriga nacional,Portugal,,,red,LCBO
"Domaine Trapet Rochelandet Gevrey Chambertin 1er cru ""Bel Air"" 2013",145.35,yield small average hectolitre per hectare consequence wine produced naturally concentrated pleasant drink even young wine offer wild berry gooseberry nose ample harmonious taste good fruit attack minerality,822684,750,13.0,,pinot noir,France,Burgundy,,red,LCBO
"Alain Corcia Nuits St Georges ""Les Argillats"" 2009",100.65,attractive elegant echezeaux layer savoury spice dark berry delicate tannin bouquet show animal spice note prune leather mushroom appear gradually tannin soften yet dense texture remain drink,822700,750,13.5,,pinot noir,France,Burgundy,,red,LCBO
"Domaine Hubert Lignier Morey Saint Denis 1er cru ""La Riotte"" 2012",202.4,vine planted located foot clos saint denis gentle slope claylimestone soil packed small stone wine usually generous open even youth easytodrink characterized lush red fruit drink preferably within ten year bottling,822858,750,13.0,,pinot noir,France,Burgundy,,red,LCBO
Deluto 2016,33.6,dark ruby colour good aromatic concentration note chocolate spice palate plex firm tannin persistent final mouth,823948,750,13.0,,red,Portugal,,,red,LCBO
Rhone By Roger Sabon 2017,19.8,already bottled rhone roger sabon give smoking good bouquet black raspberry lavender herbes de provence exotic spice mediumbodied rounded beautifully made im sure smoking value jeb dunnuck jebdunnuck august,826990,750,15.0,,blend,France,Rhône,,red,LCBO
Adega do Monte Colheita 2016,12.7,wine show dark berry spice characteristic framed earthy floral nuance expansive palate intense dark fruit impressively elegant structure tannin fine finish tireless ripe nature fruit make wine approachable today structure acidity suggest wine age another year best enjoyed slowcooked braised meat vegetable,831289,750,14.0,,aragonez/trincadeira/castelao/alicante bouschet,Portugal,,,red,LCBO
Lapa dos Gaivoes 2014,21.3,ripe juicy hint violet earthy spice swathe blueberry plum bright acidity fruit make ideal tapa red paired anything grilled fish pickled vegetable beef tartar,831297,750,14.0,,aragonez/trincadeira/castelao/alicante bouschet,Portugal,,,red,LCBO
Plowbuster Pinot Noir 2015,30.15,blackberry cherry fruit note,832626,750,13.7,,pinot noir,USA,California,,red,LCBO
Lander Jenkins Pinot Noir 2017,20.45,aroma wild raspberry rose petal touch clove lush flavor cranberry raspberry dark wild berry,834259,750,13.5,,pinot noir,USA,California,,red,LCBO
Tapaijiu,10.5,na,837112,500,16.0,,sangiovese,China,,,red,LCBO
Atma Red,17.9,medium ruby colour purple hue aroma blackcurrant blackberry black cherry aronia toast charred wood clove note farmyard palate flavour cherry strawberry aronia vanilla toast black pepper drink keep year,838912,750,13.0,,xinomavro,Greece,Macedonia,,red,LCBO
Quinta Nova Pomares Tinto Douro Red 2016,19.05,na,840579,750,13.5,,red,Portugal,Douro,,red,LCBO
Lirac by Roger Sabon 2017,25.85,lirac roger sabon classic elegant cote du rhone lot currant cherry crushed rock peppery herb aroma flavor mediumbodied fresh good acidity building fine tannin impeccable balance great finish jeb dunnuck jebdunnuck august,841346,750,15.0,,grenache/syrah/carignan,France,,,red,LCBO
Chateauneuf du Pape Les Olivets 2016,45.45,tasted blind chateauneuf du pape le olivets show gorgeous aroma purple raspberry garrigue fullbodied even bit chewy pick hint mocha licorice long finish blend grenache cinsault syrah matured foudres oak vat joe czerwinski wine advocate aug,841353,750,15.0,,syrah/grenache,France,,,red,LCBO
Roger Sabon Chateauneuf du Pape Reserve 2016,54.45,fullbodied velvety sabons chateauneuf du pape reserve step le olivets bottling probably represents best value lineup tasted blind showcase ripe dark plum cola also super ripe grenache note apricot delicate hint garrigue turn rich chewy long finish blend grenache mourvedre syrah matured mix foudres oak vat joe czerwinski wine advocate aug,841361,750,15.0,,syrah/grenache,France,,,red,LCBO
Ripanço 2017,15.65,dark red colour aroma red fruit violet blueberry walnut mint vanilla good fruit good acidity balanced palate medium finish,849240,750,14.0,,aragonez,Portugal,Alentejo,,red,LCBO
Ramos Pinto Duas Quintas Tinto 2015,20.6,dry fullbodied fruity red display plex medium nose palate refreshing acidity fleshy tannin broad texture precede long finish,854083,750,14.0,,tinta roriz,Portugal,,,red,LCBO
Georges Duboeuf Gamay Nouveau,7.95,bright medium purple colour fragrant aroma red fruit strawberry plum herb light floralmineral tone dry light delicate slightly spritzy fresh acidity lightly herbal generous fruit flavour note candied strawberry banana cherry pit red plum linger juicy finish,891846,750,12.5,3.0,gamay,France,South of France,,red,LCBO
Baron Herzog Cabernet Sauvignon KPM,18.95,silky oak blackberry black cherry plum chocolate steak,898569,750,13.5,5.0,cabernet sauvignon,USA,California,,red,VINTAGES
Bogle Vineyards Cabernet Sauvignon 2016,22.95,bogle cab favourite vintage customer popular restaurant scene well grown lodi clarksburg monterey vineyard aged month american oak barrel show rich cassis chocolatedipped cherry aroma palate fresh blackcurrant dark cherry smoky grilled bell pepper pair chicken fajitas grilled veggie skewer vintage panel feb,904565,750,13.5,7.0,cabernet sauvignon,USA,California,,red,VINTAGES
Hess Collection Allomi Cabernet Sauvignon 2016,39.95,blend per cent cabernet sauvignon touch petite sirah malbec petit verdot merlot ripeplum blackberry core delivers sweetly attractive fresh finish drink hold score james suckling nov,906420,750,14.3,5.0,cabernet sauvignon,USA,California,91.0,red,VINTAGES
Argyle Pinot Noir 2016,34.95,production wellmade wine keep bumping price quality remain consistent pungent peppery fruit flavor center around bright cranberry plenty citrus there gentle touch cinnamon candy also adding extra life finish score paul gregutt wine enthusiast dec,909499,750,13.5,3.0,pinot noir,USA,Oregon,90.0,red,VINTAGES
Penmara Reserve Shiraz 2015,17.25,orange coolclimate growing region situated australia great dividing range hour west sydney cool growing condition result elevation aspect site planted hill define area exciting emerging region show great promise floral cabernet spicy shiraz shiraz lifted aromatic note bright red fruit tone characteristic peppery spice character vintage panel sept,912782,750,14.0,3.0,shiraz/syrah,Australia,New South Wales,,red,VINTAGES
Château Cantemerle 2011,56.25,elegant successful cantemerle produced finessestyled wine dense rubypurple color well copious note flower mulberry raspberry blueberry dramatic quality purity mediumbodied effort posse sweet tannin texture build incrementally lighterstyled beautifully crafted well done enjoyed next year drink date score robert parker jr april,920561,750,12.5,3.0,bordeaux,France,Bordeaux,91.0,red,VINTAGES
Faustino I Gran Reserva 1994,72.0,here fully mature funky brettanomycesladen rioja gran plete fully raisined pruney fruit freshly turned earth leather tobacco sweet pot pourri palate juicy succulent savoury salivainducing plexity range youve never experienced old wine nice point entry despite relatively high price yearold wine quality could still call value sure drink rush either tasted november score john szabo m nov,929489,750,13.0,4.0,tempranillo,Spain,Rioja,93.0,red,VINTAGES
Rocca delle Macìe Famiglia Zingarelli Riserva Chianti Classico 2015,24.95,aroma blackberry wet earth lavender blueberry fullbodied deep layered bright acidity baconfat mushroom smokedmeat fruit aftertaste soft tannin unique wine drink hold score james suckling sept,930966,750,14.5,4.0,sangiovese/cabernet sauvignon/merlot,Italy,Tuscany,95.0,red,VINTAGES
